# target=gj3929b eclipse=3 centroid=(62,68) aper_r=4 n=3891
# BJD_TDB    relative_flux
2.461071457665090449e+06 9.944767355918884277e-01
2.461071457731229253e+06 9.988350868225097656e-01
2.461071457797368057e+06 1.001111507415771484e+00
2.461071457863506861e+06 1.001213550567626953e+00
2.461071457929645665e+06 1.001646161079406738e+00
2.461071457995784469e+06 1.000693440437316895e+00
2.461071458061923273e+06 1.001897215843200684e+00
2.461071458128062077e+06 1.002102971076965332e+00
2.461071458194200881e+06 1.000445604324340820e+00
2.461071458260339685e+06 1.001224875450134277e+00
2.461071458326478023e+06 1.002384901046752930e+00
2.461071458392616827e+06 9.999303221702575684e-01
2.461071458458755631e+06 1.000925183296203613e+00
2.461071458524894435e+06 1.002060890197753906e+00
2.461071458591033239e+06 1.001704454421997070e+00
2.461071458657172043e+06 1.001565098762512207e+00
2.461071458723310847e+06 1.001581311225891113e+00
2.461071458789449651e+06 1.001516461372375488e+00
2.461071458855588455e+06 1.002117633819580078e+00
2.461071458921727259e+06 1.000641584396362305e+00
2.461071458987866063e+06 1.002182364463806152e+00
2.461071459054004867e+06 1.001644492149353027e+00
2.461071459120143671e+06 1.000960826873779297e+00
2.461071459186282475e+06 1.001660704612731934e+00
2.461071459252421279e+06 1.002295851707458496e+00
2.461071459318559617e+06 1.002391457557678223e+00
2.461071459384698421e+06 1.001495480537414551e+00
2.461071459450837225e+06 1.002264976501464844e+00
2.461071459516976029e+06 1.002104640007019043e+00
2.461071459583114833e+06 1.002060890197753906e+00
2.461071459649253637e+06 1.002219676971435547e+00
2.461071459715392441e+06 1.000492572784423828e+00
2.461071459781531245e+06 1.000450372695922852e+00
2.461071459847670048e+06 1.001406311988830566e+00
2.461071459913808852e+06 1.000787377357482910e+00
2.461071459979947656e+06 1.002352476119995117e+00
2.461071460046086460e+06 1.000874876976013184e+00
2.461071460112225264e+06 1.001770853996276855e+00
2.461071460178364068e+06 1.001665592193603516e+00
2.461071460244502872e+06 1.002226114273071289e+00
2.461071460310641211e+06 1.001521348953247070e+00
2.461071460376780014e+06 1.002770543098449707e+00
2.461071460442918818e+06 1.001113057136535645e+00
2.461071460509057622e+06 1.002172708511352539e+00
2.461071460575196426e+06 1.002004146575927734e+00
2.461071460641335230e+06 1.001362562179565430e+00
2.461071460707474034e+06 1.001707673072814941e+00
2.461071460773612838e+06 1.001913428306579590e+00
2.461071460839751642e+06 1.001543998718261719e+00
2.461071460905890446e+06 1.001808166503906250e+00
