# target=gj3929b eclipse=2 centroid=(61,69) aper_r=4 n=3863
# BJD_TDB    relative_flux
2.460888321034793742e+06 9.947823882102966309e-01
2.460888321100925095e+06 9.974920749664306641e-01
2.460888321167056449e+06 1.000293612480163574e+00
2.460888321233187336e+06 1.001597642898559570e+00
2.460888321299318690e+06 1.002417683601379395e+00
2.460888321365450043e+06 1.001069426536560059e+00
2.460888321431580931e+06 1.001827239990234375e+00
2.460888321497712284e+06 1.002170085906982422e+00
2.460888321563843638e+06 1.001161336898803711e+00
2.460888321629974525e+06 1.001443386077880859e+00
2.460888321696105879e+06 1.002165079116821289e+00
2.460888321762237232e+06 1.002068400382995605e+00
2.460888321828368120e+06 1.003047585487365723e+00
2.460888321894499473e+06 1.003154158592224121e+00
2.460888321960630827e+06 1.001799345016479492e+00
2.460888322026761714e+06 1.001945376396179199e+00
2.460888322092893068e+06 1.002091288566589355e+00
2.460888322159024421e+06 1.000721693038940430e+00
2.460888322225155309e+06 1.001276135444641113e+00
2.460888322291286662e+06 1.001003861427307129e+00
2.460888322357418016e+06 1.001545071601867676e+00
2.460888322423549369e+06 1.001978158950805664e+00
2.460888322489680257e+06 1.001479506492614746e+00
2.460888322555811610e+06 1.001799345016479492e+00
2.460888322621942963e+06 1.002506256103515625e+00
2.460888322688073851e+06 1.001131772994995117e+00
2.460888322754205205e+06 1.001559853553771973e+00
2.460888322820336558e+06 1.002455472946166992e+00
2.460888322886467446e+06 1.000949740409851074e+00
2.460888322952598799e+06 1.001864910125732422e+00
2.460888323018730152e+06 1.002081513404846191e+00
2.460888323084861040e+06 1.002593278884887695e+00
2.460888323150992393e+06 1.000816822052001953e+00
2.460888323217123747e+06 1.002422690391540527e+00
2.460888323283254635e+06 1.000437974929809570e+00
2.460888323349385988e+06 1.001353144645690918e+00
2.460888323415517341e+06 1.001285910606384277e+00
2.460888323481648695e+06 1.001162886619567871e+00
2.460888323547779582e+06 1.001984715461730957e+00
2.460888323613910936e+06 1.001112103462219238e+00
2.460888323680042289e+06 1.001466393470764160e+00
2.460888323746173177e+06 1.001494288444519043e+00
2.460888323812304530e+06 1.002855658531188965e+00
2.460888323878435884e+06 1.003480553627014160e+00
2.460888323944566771e+06 1.002363562583923340e+00
2.460888324010698125e+06 1.001764893531799316e+00
2.460888324076829478e+06 1.002758860588073730e+00
2.460888324142960366e+06 1.001884698867797852e+00
2.460888324209091719e+06 1.000849604606628418e+00
2.460888324275223073e+06 1.002007603645324707e+00
2.460888324341353960e+06 1.001681208610534668e+00
2.460888324407485314e+06 1.000921845436096191e+00
2.460888324473616667e+06 1.001187562942504883e+00
2.460888324539748020e+06 1.002284884452819824e+00
2.460888324605878908e+06 1.002314329147338867e+00
2.460888324672010262e+06 1.002097845077514648e+00
2.460888324738141615e+06 1.002038836479187012e+00
2.460888324804272503e+06 1.001454949378967285e+00
2.460888324870403856e+06 1.002033948898315430e+00
2.460888324936535209e+06 1.001635313034057617e+00
2.460888325002666097e+06 1.000631451606750488e+00
2.460888325068797451e+06 1.001686215400695801e+00
2.460888325134928804e+06 1.003139376640319824e+00
2.460888325201059692e+06 1.003004908561706543e+00
2.460888325267191045e+06 1.001632094383239746e+00
2.460888325333322398e+06 1.002142190933227539e+00
2.460888325399453752e+06 1.000903725624084473e+00
2.460888325465584639e+06 1.001248240470886230e+00
2.460888325531715993e+06 1.001049757003784180e+00
2.460888325597847346e+06 1.001448392868041992e+00
2.460888325663978234e+06 1.001356482505798340e+00
2.460888325730109587e+06 1.001166224479675293e+00
2.460888325796240941e+06 1.002117514610290527e+00
2.460888325862371828e+06 1.000679016113281250e+00
2.460888325928503182e+06 1.001830458641052246e+00
2.460888325994634535e+06 1.001714110374450684e+00
2.460888326060765423e+06 1.001930594444274902e+00
2.460888326126896776e+06 1.001235127449035645e+00
2.460888326193028130e+06 1.001579523086547852e+00
2.460888326259159017e+06 1.000987410545349121e+00
2.460888326325290371e+06 1.001809239387512207e+00
2.460888326391421724e+06 1.001915812492370605e+00
2.460888326457552612e+06 1.001435160636901855e+00
2.460888326523683965e+06 1.001392602920532227e+00
2.460888326589815319e+06 1.001682877540588379e+00
2.460888326655946672e+06 1.001272797584533691e+00
2.460888326722077560e+06 1.000385403633117676e+00
2.460888326788208913e+06 1.001069426536560059e+00
2.460888326854340266e+06 1.002881884574890137e+00
2.460888326920471154e+06 1.001687765121459961e+00
2.460888326986602508e+06 1.000989079475402832e+00
2.460888327052733861e+06 1.001080870628356934e+00
2.460888327118864749e+06 1.001822352409362793e+00
2.460888327184996102e+06 1.002238988876342773e+00
2.460888327251127455e+06 1.001686215400695801e+00
2.460888327317258343e+06 1.001948595046997070e+00
2.460888327383389696e+06 1.001917481422424316e+00
2.460888327449521050e+06 1.001715660095214844e+00
2.460888327515651938e+06 1.001184225082397461e+00
2.460888327581783291e+06 1.000516653060913086e+00
2.460888327647914644e+06 1.001707553863525391e+00
2.460888327714045998e+06 1.000995635986328125e+00
2.460888327780176885e+06 1.000416636466979980e+00
2.460888327846308239e+06 1.000828266143798828e+00
2.460888327912439592e+06 1.001392602920532227e+00
2.460888327978570480e+06 1.001348257064819336e+00
2.460888328044701833e+06 1.001217007637023926e+00
2.460888328110833187e+06 1.000984191894531250e+00
2.460888328176964074e+06 1.001025199890136719e+00
2.460888328243095428e+06 1.001407384872436523e+00
2.460888328309226781e+06 1.000747919082641602e+00
2.460888328375357669e+06 1.000848054885864258e+00
2.460888328441489022e+06 1.001049757003784180e+00
2.460888328507620376e+06 1.001684546470642090e+00
2.460888328573751263e+06 1.001282691955566406e+00
2.460888328639882617e+06 1.000462532043457031e+00
2.460888328706013970e+06 1.001510620117187500e+00
2.460888328772145323e+06 1.001541852951049805e+00
2.460888328838276211e+06 1.001277804374694824e+00
2.460888328904407565e+06 1.001504063606262207e+00
2.460888328970538918e+06 1.000756144523620605e+00
2.460888329036669806e+06 1.001258015632629395e+00
2.460888329102801159e+06 1.001630425453186035e+00
2.460888329168932512e+06 1.001203894615173340e+00
2.460888329235063400e+06 1.004304051399230957e+00
2.460888329301194753e+06 1.000083684921264648e+00
2.460888329367326107e+06 1.001139998435974121e+00
2.460888329433456995e+06 1.001082539558410645e+00
2.460888329499588348e+06 1.001338481903076172e+00
2.460888329565719701e+06 1.000352621078491211e+00
2.460888329631850589e+06 1.000536322593688965e+00
2.460888329697981942e+06 1.000713467597961426e+00
2.460888329764113296e+06 1.000938177108764648e+00
2.460888329830244649e+06 1.003164052963256836e+00
2.460888329896375537e+06 1.001181006431579590e+00
2.460888329962506890e+06 1.000790596008300781e+00
2.460888330028638244e+06 1.000779151916503906e+00
2.460888330094769131e+06 1.000864386558532715e+00
2.460888330160900485e+06 1.001020193099975586e+00
2.460888330227031838e+06 1.000472426414489746e+00
2.460888330293162726e+06 1.000916838645935059e+00
2.460888330359294079e+06 1.002209424972534180e+00
2.460888330425425433e+06 1.001668095588684082e+00
2.460888330491556320e+06 1.002099514007568359e+00
